company_number,company_name,ticker,former_names,companies_house_url,field,current_value,status,current_source,source_type,internal_crosscheck_value,internal_crosscheck_source,appears_in_files,consolidated_rows_affected,replacement_source_url,replacement_value,agrees_with_current,replacement_source_type,notes
00621920,British Land,BLND,,https://find-and-update.company-information.service.gov.uk/company/00621920,ftse_entry_date,1997-03-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1997-03-24; 2001-09-24; 2024-10-01; 2025-12-22,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,27,,,,,
00621920,British Land,BLND,,https://find-and-update.company-information.service.gov.uk/company/00621920,ftse_exit_date,2025-12-22,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1998-12-21; 2023-06-19; 2025-03-24,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,27,,,,,
12303256,British Steel,,,https://find-and-update.company-information.service.gov.uk/company/12303256,ftse_entry_date,1988-12-21,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,10,,,,,
12303256,British Steel,,,https://find-and-update.company-information.service.gov.uk/company/12303256,ftse_exit_date,1999-10-06,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,10,,,,,
01800000,British Telecom,BT-A,British Telecom,https://find-and-update.company-information.service.gov.uk/company/01800000,ftse_entry_date,1984-12-04,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1984-12-04,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,17,,,,,
01800000,British Telecom,BT-A,British Telecom,https://find-and-update.company-information.service.gov.uk/company/01800000,ftse_exit_date,2001-11-19,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2001-11-19,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,17,,,,,
SC077750,Britoil,BRIT,,https://find-and-update.company-information.service.gov.uk/company/SC077750,ftse_exit_date,1988-02-25,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1988-02-25,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,5,,,,,
04190816,BT Group,BT.A,,https://find-and-update.company-information.service.gov.uk/company/04190816,ftse_entry_date,2001-11-19,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2001-11-19,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,28,,,,,
00166023,BTR Siebe,SBE,BTR Siebe,https://find-and-update.company-information.service.gov.uk/company/00166023,ftse_entry_date,1999-02-04,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1989-09-11; 1992-04-01; 1999-02-04; 2008-06-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,7,,,,,
00166023,BTR Siebe,SBE,BTR Siebe,https://find-and-update.company-information.service.gov.uk/company/00166023,ftse_exit_date,2011-05-25,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1990-01-02; 1999-02-04; 2003-03-24; 2011-05-25,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,7,,,,,
00358948,Bunzl,BNZL,,https://find-and-update.company-information.service.gov.uk/company/00358948,ftse_entry_date,1986-10-01,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1986-10-01; 2002-06-24; 2008-04-30; 2011-09-19,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,23,,,,,
00358948,Bunzl,BNZL,,https://find-and-update.company-information.service.gov.uk/company/00358948,ftse_exit_date,2011-03-21,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1988-04-05; 2005-06-20; 2011-03-21,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,23,,,,,
03458224,Burberry Group,BRBY,,https://find-and-update.company-information.service.gov.uk/company/03458224,ftse_entry_date,2009-09-10,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2009-09-10; 2025-09-22,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,18,,,,,
03458224,Burberry Group,BRBY,,https://find-and-update.company-information.service.gov.uk/company/03458224,ftse_exit_date,2024-09-23,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2024-09-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,18,,,,,
06208775,Burmah Oil,,,https://find-and-update.company-information.service.gov.uk/company/06208775,ftse_entry_date,1986-07-01,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,3,,,,,
06208775,Burmah Oil,,,https://find-and-update.company-information.service.gov.uk/company/06208775,ftse_exit_date,1991-04-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,3,,,,,
SC787001,Cairn Energy,,,https://find-and-update.company-information.service.gov.uk/company/SC787001,ftse_entry_date,2004-09-20,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,8,,,,,
SC787001,Cairn Energy,,,https://find-and-update.company-information.service.gov.uk/company/SC787001,ftse_exit_date,2012-03-19,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,8,,,,,
04191122,Canary Wharf Group,CWG,,https://find-and-update.company-information.service.gov.uk/company/04191122,ftse_entry_date,2000-10-17,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,3,,,,,
02081330,Capita Group,CPI,,https://find-and-update.company-information.service.gov.uk/company/02081330,ftse_entry_date,2000-03-20,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2000-03-20; 2004-06-21,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,16,,,,,
02081330,Capita Group,CPI,,https://find-and-update.company-information.service.gov.uk/company/02081330,ftse_exit_date,2017-03-20,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2003-06-23; 2017-03-20,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,16,,,,,
12966997,Caradon PLC,,,https://find-and-update.company-information.service.gov.uk/company/12966997,ftse_entry_date,1993-11-05,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
12966997,Caradon PLC,,,https://find-and-update.company-information.service.gov.uk/company/12966997,ftse_exit_date,1995-09-18,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
00348312,Carlton Communications,CCM,Carlton Communication,https://find-and-update.company-information.service.gov.uk/company/00348312,ftse_entry_date,1989-04-03,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1989-04-03; 1992-06-22,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,10,,,,,
00348312,Carlton Communications,CCM,Carlton Communication,https://find-and-update.company-information.service.gov.uk/company/00348312,ftse_exit_date,2001-09-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1990-10-01; 2001-09-24,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,10,,,,,
06534088,Carphone Warehouse,,,https://find-and-update.company-information.service.gov.uk/company/06534088,ftse_entry_date,2007-09-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,1,,,,,
06534088,Carphone Warehouse,,,https://find-and-update.company-information.service.gov.uk/company/06534088,ftse_exit_date,2008-09-22,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,1,,,,,
02159282,Celltech Group,CTE,,https://find-and-update.company-information.service.gov.uk/company/02159282,ftse_entry_date,2000-03-20,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2000-03-20,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
02159282,Celltech Group,CTE,,https://find-and-update.company-information.service.gov.uk/company/02159282,ftse_exit_date,2002-03-18,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2002-03-18,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
03033654,Centrica,CNA,,https://find-and-update.company-information.service.gov.uk/company/03033654,ftse_entry_date,1997-02-14,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1997-02-14; 2022-06-20,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,28,,,,,
03033654,Centrica,CNA,,https://find-and-update.company-information.service.gov.uk/company/03033654,ftse_exit_date,2020-06-22,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2020-06-22,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,28,,,,,
00930965,CMG,CMG,,https://find-and-update.company-information.service.gov.uk/company/00930965,ftse_entry_date,1999-12-20,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1999-12-20,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
00930965,CMG,CMG,,https://find-and-update.company-information.service.gov.uk/company/00930965,ftse_exit_date,2001-09-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2001-09-24,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
00030470,Cobham,COB,,https://find-and-update.company-information.service.gov.uk/company/00030470,ftse_entry_date,,value_missing_source_cited,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2008-03-26,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
00030470,Cobham,COB,,https://find-and-update.company-information.service.gov.uk/company/00030470,ftse_exit_date,,value_missing_source_cited,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2010-12-20,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
09717350,Coca-Cola Europacific,CCEP,,https://find-and-update.company-information.service.gov.uk/company/09717350,ftse_entry_date,2025-03-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2025-03-24,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,5,,,,,
04083914,Compass Group,CPG,,https://find-and-update.company-information.service.gov.uk/company/04083914,ftse_entry_date,2001-02-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2001-02-02,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,28,,,,,
10361298,ConvaTec Group,CTEC,,https://find-and-update.company-information.service.gov.uk/company/10361298,ftse_entry_date,2016-12-19,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2016-12-19; 2022-09-19,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,6,,,,,
10361298,ConvaTec Group,CTEC,,https://find-and-update.company-information.service.gov.uk/company/10361298,ftse_exit_date,2017-12-18,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2017-12-18,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,6,,,,,
16793203,Cookson Group,,,https://find-and-update.company-information.service.gov.uk/company/16793203,ftse_entry_date,1986-04-01,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,5,,,,,
16793203,Cookson Group,,,https://find-and-update.company-information.service.gov.uk/company/16793203,ftse_exit_date,1996-08-17,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,5,,,,,
03811373,Corus Group,CORU,,https://find-and-update.company-information.service.gov.uk/company/03811373,ftse_entry_date,1999-10-06,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1999-10-06; 2002-03-18; 2004-11-16; 2006-03-09,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,3,,,,,
03811373,Corus Group,CORU,,https://find-and-update.company-information.service.gov.uk/company/03811373,ftse_exit_date,2007-03-30,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2000-09-18; 2002-12-23; 2005-06-20; 2007-03-30,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,3,,,,,
00206132,Croda International,CRDA,,https://find-and-update.company-information.service.gov.uk/company/00206132,ftse_entry_date,1984-01-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2012-03-19; 2016-10-05,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,11,,,,,
00206132,Croda International,CRDA,,https://find-and-update.company-information.service.gov.uk/company/00206132,ftse_exit_date,2013-12-23,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2013-12-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,11,,,,,
00184594,Daily Mail & General Trust,DMGT,,https://find-and-update.company-information.service.gov.uk/company/00184594,ftse_entry_date,1999-02-04,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1999-02-04; 2007-03-19,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,7,,,,,
00184594,Daily Mail & General Trust,DMGT,,https://find-and-update.company-information.service.gov.uk/company/00184594,ftse_exit_date,2007-12-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2006-06-19; 2007-12-24,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,7,,,,,
10274117,Dalgety,,,https://find-and-update.company-information.service.gov.uk/company/10274117,ftse_exit_date,1991-04-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,3,,,,,
04709270,DCC,DCC,,https://find-and-update.company-information.service.gov.uk/company/04709270,ftse_entry_date,2015-12-21,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2015-12-21,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,12,,,,,
03834125,De La Rue,,,https://find-and-update.company-information.service.gov.uk/company/03834125,ftse_entry_date,1992-09-21,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
03834125,De La Rue,,,https://find-and-update.company-information.service.gov.uk/company/03834125,ftse_exit_date,1995-12-18,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
03369634,Dechra Pharmaceuticals,DPH,,https://find-and-update.company-information.service.gov.uk/company/03369634,ftse_entry_date,2021-12-20,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2021-12-20; 2023-09-18,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
03369634,Dechra Pharmaceuticals,DPH,,https://find-and-update.company-information.service.gov.uk/company/03369634,ftse_exit_date,2024-01-16,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2022-12-19; 2024-01-16,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
00023307,Diageo,DGE,,https://find-and-update.company-information.service.gov.uk/company/00023307,ftse_entry_date,1997-12-17,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1997-12-17,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,30,,,,,
03704278,Dimension Data Holdings,DDT,,https://find-and-update.company-information.service.gov.uk/company/03704278,ftse_entry_date,2000-09-18,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2000-09-18,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,1,,,,,
03704278,Dimension Data Holdings,DDT,,https://find-and-update.company-information.service.gov.uk/company/03704278,ftse_exit_date,2001-08-07,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2001-08-07,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,1,,,,,
03899848,Diploma,DPLM,,https://find-and-update.company-information.service.gov.uk/company/03899848,ftse_entry_date,2023-09-18,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2023-09-18,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,5,,,,,
02280426,Direct Line Insurance Group,DLG,,https://find-and-update.company-information.service.gov.uk/company/02280426,ftse_entry_date,2014-09-22,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2014-09-22,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,5,,,,,
02280426,Direct Line Insurance Group,DLG,,https://find-and-update.company-information.service.gov.uk/company/02280426,ftse_exit_date,2019-09-23,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2019-09-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,5,,,,,
12620781,Dixons Group,,,https://find-and-update.company-information.service.gov.uk/company/12620781,ftse_entry_date,1985-01-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,13,,,,,
05562053,Drax Group,DRX,,https://find-and-update.company-information.service.gov.uk/company/05562053,ftse_entry_date,2006-06-19,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2006-06-19; 2008-06-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
05562053,Drax Group,DRX,,https://find-and-update.company-information.service.gov.uk/company/05562053,ftse_exit_date,2009-06-22,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2007-09-24; 2009-06-22,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
03959649,Easyjet,EZJ,,https://find-and-update.company-information.service.gov.uk/company/03959649,ftse_entry_date,2013-03-18,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2013-03-18; 2019-12-23; 2024-03-18,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,8,,,,,
03959649,Easyjet,EZJ,,https://find-and-update.company-information.service.gov.uk/company/03959649,ftse_exit_date,2026-03-23,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2019-06-24; 2020-06-22; 2026-03-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,8,,,,,
SC034993,Edinburgh Investment Trust,EDIN,,https://find-and-update.company-information.service.gov.uk/company/SC034993,ftse_exit_date,1984-07-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1984-07-02,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,1,,,,,
00647788,Electrocomponents,RS1,,https://find-and-update.company-information.service.gov.uk/company/00647788,ftse_entry_date,2021-12-20,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2000-09-18; 2021-12-20; 2022-03-15,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
00647788,Electrocomponents,RS1,,https://find-and-update.company-information.service.gov.uk/company/00647788,ftse_exit_date,2024-06-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2002-06-24; 2022-03-15; 2024-06-24,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,,,,,
14696069,EMAP,,,https://find-and-update.company-information.service.gov.uk/company/14696069,ftse_entry_date,1999-03-22,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,3,,,,,
14696069,EMAP,,,https://find-and-update.company-information.service.gov.uk/company/14696069,ftse_exit_date,2005-09-19,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,3,,,,,
00229231,EMI Group plc,EMI,,https://find-and-update.company-information.service.gov.uk/company/00229231,ftse_exit_date,2002-09-23,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1996-08-17; 2002-09-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,6,,,,,
13280545,Endeavour Mining,EDV,,https://find-and-update.company-information.service.gov.uk/company/13280545,ftse_entry_date,2022-03-21,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2022-03-21; 2024-07-08,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,5,,,,,
